,River Discharge (cfs),Tunnel Discharge (cfs),sum
2012-01-07 00:15:00-07:00,8.5,6.1,14.6
2012-01-07 00:30:00-07:00,8.9,6.1,15.0
2012-01-07 00:45:00-07:00,8.5,6.1,14.6
2012-01-07 01:00:00-07:00,8.9,6.1,15.0
2012-01-07 01:15:00-07:00,8.5,6.1,14.6
2012-01-07 01:30:00-07:00,8.5,6.1,14.6
2012-01-07 01:45:00-07:00,8.5,6.1,14.6
2012-01-07 02:00:00-07:00,8.9,6.1,15.0
2012-01-07 02:15:00-07:00,8.9,6.1,15.0
2012-01-07 02:30:00-07:00,8.9,6.1,15.0
2012-01-07 02:45:00-07:00,8.9,6.1,15.0
2012-01-07 03:00:00-07:00,8.9,6.1,15.0
2012-01-07 03:15:00-07:00,8.9,6.1,15.0
2012-01-07 03:30:00-07:00,8.5,6.1,14.6
2012-01-07 03:45:00-07:00,8.9,6.1,15.0
2012-01-07 04:00:00-07:00,8.9,6.1,15.0
2012-01-07 04:15:00-07:00,8.5,6.1,14.6
2012-01-07 04:30:00-07:00,8.9,6.1,15.0
2012-01-07 04:45:00-07:00,8.5,6.1,14.6
2012-01-07 05:00:00-07:00,8.5,6.1,14.6
2012-01-07 05:15:00-07:00,8.5,6.1,14.6
2012-01-07 05:30:00-07:00,8.5,6.1,14.6
2012-01-07 05:45:00-07:00,8.5,6.1,14.6
2012-01-07 06:00:00-07:00,8.5,6.1,14.6
2012-01-07 06:15:00-07:00,8.9,6.1,15.0
2012-01-07 06:30:00-07:00,8.9,6.1,15.0
2012-01-07 06:45:00-07:00,8.5,6.1,14.6
2012-01-07 07:00:00-07:00,8.5,6.1,14.6
2012-01-07 07:15:00-07:00,8.5,6.1,14.6
2012-01-07 07:30:00-07:00,8.5,6.1,14.6
2012-01-07 07:45:00-07:00,8.9,6.1,15.0
2012-01-07 08:00:00-07:00,8.9,6.1,15.0
2012-01-07 08:15:00-07:00,8.9,6.1,15.0
2012-01-07 08:30:00-07:00,8.9,6.1,15.0
2012-01-07 08:45:00-07:00,8.5,6.1,14.6
2012-01-07 09:00:00-07:00,8.5,6.1,14.6
2012-01-07 09:15:00-07:00,8.5,6.1,14.6
2012-01-07 09:30:00-07:00,8.5,6.1,14.6
2012-01-07 09:45:00-07:00,8.5,6.1,14.6
2012-01-07 10:00:00-07:00,8.5,6.1,14.6
2012-01-07 10:15:00-07:00,8.9,6.1,15.0
2012-01-07 10:30:00-07:00,8.5,6.1,14.6
2012-01-07 10:45:00-07:00,8.9,6.1,15.0
2012-01-07 11:00:00-07:00,8.9,6.1,15.0
2012-01-07 11:15:00-07:00,8.5,6.1,14.6
2012-01-07 11:30:00-07:00,8.9,6.1,15.0
2012-01-07 11:45:00-07:00,8.5,6.1,14.6
2012-01-07 12:00:00-07:00,8.5,5.09,13.59
2012-01-07 12:15:00-07:00,8.5,3.01,11.51
2012-01-07 12:30:00-07:00,8.5,2.25,10.75
2012-01-07 12:45:00-07:00,8.9,1.37,10.27
2012-01-07 13:00:00-07:00,8.5,0.99,9.49
2012-01-07 13:15:00-07:00,8.5,0.66,9.16
2012-01-07 13:30:00-07:00,8.5,0.66,9.16
2012-01-07 13:45:00-07:00,8.9,0.66,9.56
2012-01-07 14:00:00-07:00,8.9,0.66,9.56
2012-01-07 14:15:00-07:00,8.9,0.66,9.56
2012-01-07 14:30:00-07:00,8.9,0.66,9.56
2012-01-07 14:45:00-07:00,8.9,0.66,9.56
2012-01-07 15:00:00-07:00,8.9,0.66,9.56
2012-01-07 15:15:00-07:00,8.5,0.66,9.16
2012-01-07 15:30:00-07:00,8.5,0.66,9.16
2012-01-07 15:45:00-07:00,8.9,0.66,9.56
2012-01-07 16:00:00-07:00,8.9,0.66,9.56
2012-01-07 16:15:00-07:00,8.9,0.66,9.56
2012-01-07 16:30:00-07:00,8.9,0.66,9.56
2012-01-07 16:45:00-07:00,8.9,0.66,9.56
2012-01-07 17:00:00-07:00,8.9,0.66,9.56
2012-01-07 17:15:00-07:00,8.9,0.66,9.56
2012-01-07 17:30:00-07:00,8.9,0.66,9.56
2012-01-07 17:45:00-07:00,8.9,0.66,9.56
2012-01-07 18:00:00-07:00,8.9,0.66,9.56
2012-01-07 18:15:00-07:00,8.9,0.66,9.56
2012-01-07 18:30:00-07:00,8.9,0.66,9.56
2012-01-07 18:45:00-07:00,8.9,0.66,9.56
2012-01-07 19:00:00-07:00,8.9,0.66,9.56
2012-01-07 19:15:00-07:00,8.9,0.66,9.56
2012-01-07 19:30:00-07:00,8.9,0.66,9.56
2012-01-07 19:45:00-07:00,8.9,0.66,9.56
2012-01-07 20:00:00-07:00,8.9,0.66,9.56
2012-01-07 20:15:00-07:00,8.9,0.66,9.56
2012-01-07 20:30:00-07:00,8.9,0.66,9.56
2012-01-07 20:45:00-07:00,8.9,0.66,9.56
2012-01-07 21:00:00-07:00,8.9,0.66,9.56
2012-01-07 21:15:00-07:00,8.9,0.66,9.56
2012-01-07 21:30:00-07:00,8.9,0.66,9.56
2012-01-07 21:45:00-07:00,8.9,0.66,9.56
2012-01-07 22:00:00-07:00,8.9,0.66,9.56
2012-01-07 22:15:00-07:00,8.9,0.66,9.56
2012-01-07 22:30:00-07:00,8.9,0.66,9.56
2012-01-07 22:45:00-07:00,8.9,0.66,9.56
2012-01-07 23:00:00-07:00,8.9,0.66,9.56
2012-01-07 23:15:00-07:00,8.9,0.66,9.56
2012-01-07 23:30:00-07:00,8.9,0.66,9.56
2012-01-07 23:45:00-07:00,8.9,0.66,9.56
2012-01-08 00:00:00-07:00,8.9,3.85,12.75
2012-01-08 00:15:00-07:00,8.9,6.1,15.0
2012-01-08 00:30:00-07:00,8.9,6.1,15.0
2012-01-08 00:45:00-07:00,8.9,6.45,15.350000000000001
2012-01-08 01:00:00-07:00,8.9,6.45,15.350000000000001
2012-01-08 01:15:00-07:00,8.9,6.45,15.350000000000001
2012-01-08 01:30:00-07:00,8.9,6.45,15.350000000000001
2012-01-08 01:45:00-07:00,8.9,6.45,15.350000000000001
2012-01-08 02:00:00-07:00,8.9,6.45,15.350000000000001
2012-01-08 02:15:00-07:00,8.9,6.45,15.350000000000001
2012-01-08 02:30:00-07:00,8.9,6.45,15.350000000000001
2012-01-08 02:45:00-07:00,8.9,6.45,15.350000000000001
2012-01-08 03:00:00-07:00,8.9,6.45,15.350000000000001
2012-01-08 03:15:00-07:00,8.9,6.45,15.350000000000001
2012-01-08 03:30:00-07:00,8.9,6.45,15.350000000000001
2012-01-08 03:45:00-07:00,8.9,6.45,15.350000000000001
2012-01-08 04:00:00-07:00,8.9,6.45,15.350000000000001
2012-01-08 04:15:00-07:00,8.9,6.45,15.350000000000001
2012-01-08 04:30:00-07:00,8.9,6.45,15.350000000000001
2012-01-08 04:45:00-07:00,8.9,6.45,15.350000000000001
2012-01-08 05:00:00-07:00,8.9,6.45,15.350000000000001
2012-01-08 05:15:00-07:00,8.9,6.45,15.350000000000001
2012-01-08 05:30:00-07:00,8.9,6.45,15.350000000000001
2012-01-08 05:45:00-07:00,8.9,6.45,15.350000000000001
2012-01-08 06:00:00-07:00,8.9,6.45,15.350000000000001
2012-01-08 06:15:00-07:00,8.9,6.45,15.350000000000001
2012-01-08 06:30:00-07:00,8.5,6.45,14.95
2012-01-08 06:45:00-07:00,8.5,6.45,14.95
2012-01-08 07:00:00-07:00,8.9,6.45,15.350000000000001
2012-01-08 07:15:00-07:00,8.5,6.1,14.6
2012-01-08 07:30:00-07:00,8.5,6.1,14.6
2012-01-08 07:45:00-07:00,8.5,6.1,14.6
2012-01-08 08:00:00-07:00,8.5,6.1,14.6
2012-01-08 08:15:00-07:00,8.5,6.1,14.6
2012-01-08 08:30:00-07:00,8.5,6.1,14.6
2012-01-08 08:45:00-07:00,8.5,6.1,14.6
2012-01-08 09:00:00-07:00,8.5,4.77,13.27
2012-01-08 09:15:00-07:00,8.5,3.01,11.51
2012-01-08 09:30:00-07:00,8.5,2.01,10.51
2012-01-08 09:45:00-07:00,8.9,1.37,10.27
2012-01-08 10:00:00-07:00,8.5,0.99,9.49
2012-01-08 10:15:00-07:00,8.5,0.82,9.32
2012-01-08 10:30:00-07:00,8.5,0.66,9.16
2012-01-08 10:45:00-07:00,8.5,0.66,9.16
2012-01-08 11:00:00-07:00,8.9,0.66,9.56
2012-01-08 11:15:00-07:00,9.3,0.66,9.96
2012-01-08 11:30:00-07:00,9.3,0.66,9.96
2012-01-08 11:45:00-07:00,8.9,0.66,9.56
2012-01-08 12:00:00-07:00,9.3,0.66,9.96
2012-01-08 12:15:00-07:00,9.3,0.66,9.96
2012-01-08 12:30:00-07:00,8.9,0.66,9.56
2012-01-08 12:45:00-07:00,8.9,0.66,9.56
2012-01-08 13:00:00-07:00,8.9,0.66,9.56
2012-01-08 13:15:00-07:00,8.9,0.66,9.56
2012-01-08 13:30:00-07:00,8.9,0.66,9.56
2012-01-08 13:45:00-07:00,8.9,0.66,9.56
2012-01-08 14:00:00-07:00,8.9,0.66,9.56
2012-01-08 14:15:00-07:00,8.9,0.66,9.56
2012-01-08 14:30:00-07:00,8.9,0.66,9.56
2012-01-08 14:45:00-07:00,8.9,0.66,9.56
2012-01-08 15:00:00-07:00,8.9,0.66,9.56
2012-01-08 15:15:00-07:00,8.9,0.66,9.56
2012-01-08 15:30:00-07:00,8.9,0.66,9.56
2012-01-08 15:45:00-07:00,8.9,0.66,9.56
2012-01-08 16:00:00-07:00,8.5,0.66,9.16
2012-01-08 16:15:00-07:00,8.9,0.66,9.56
2012-01-08 16:30:00-07:00,8.9,0.66,9.56
2012-01-08 16:45:00-07:00,8.9,0.66,9.56
2012-01-08 17:00:00-07:00,8.9,0.66,9.56
2012-01-08 17:15:00-07:00,8.5,0.66,9.16
2012-01-08 17:30:00-07:00,8.5,0.66,9.16
2012-01-08 17:45:00-07:00,8.5,0.66,9.16
2012-01-08 18:00:00-07:00,8.5,0.66,9.16
2012-01-08 18:15:00-07:00,8.5,0.66,9.16
2012-01-08 18:30:00-07:00,8.5,0.66,9.16
2012-01-08 18:45:00-07:00,8.5,0.66,9.16
2012-01-08 19:00:00-07:00,8.5,0.66,9.16
2012-01-08 19:15:00-07:00,8.5,0.66,9.16
2012-01-08 19:30:00-07:00,8.5,0.52,9.02
2012-01-08 19:45:00-07:00,8.5,0.82,9.32
2012-01-08 20:00:00-07:00,8.5,0.66,9.16
2012-01-08 20:15:00-07:00,8.9,0.66,9.56
2012-01-08 20:30:00-07:00,8.9,0.66,9.56
2012-01-08 20:45:00-07:00,8.5,0.66,9.16
2012-01-08 21:00:00-07:00,8.5,0.66,9.16
2012-01-08 21:15:00-07:00,8.5,0.66,9.16
2012-01-08 21:30:00-07:00,8.5,0.66,9.16
2012-01-08 21:45:00-07:00,8.5,0.66,9.16
2012-01-08 22:00:00-07:00,8.5,0.66,9.16
2012-01-08 22:15:00-07:00,8.1,0.66,8.76
2012-01-08 22:30:00-07:00,8.1,8.72,16.82
2012-01-08 22:45:00-07:00,7.8,9.12,16.919999999999998
2012-01-08 23:00:00-07:00,7.8,9.12,16.919999999999998
2012-01-08 23:15:00-07:00,7.8,9.12,16.919999999999998
2012-01-08 23:30:00-07:00,7.4,9.12,16.52
2012-01-08 23:45:00-07:00,7.4,9.12,16.52
2012-01-09 00:00:00-07:00,7.4,9.12,16.52
2012-01-09 00:15:00-07:00,7.4,9.12,16.52
2012-01-09 00:30:00-07:00,7.1,9.12,16.22
2012-01-09 00:45:00-07:00,6.8,9.12,15.919999999999998
2012-01-09 01:00:00-07:00,6.8,9.12,15.919999999999998
2012-01-09 01:15:00-07:00,6.8,9.12,15.919999999999998
2012-01-09 01:30:00-07:00,6.5,9.12,15.62
2012-01-09 01:45:00-07:00,6.5,9.12,15.62
2012-01-09 02:00:00-07:00,6.2,9.12,15.32
2012-01-09 02:15:00-07:00,6.2,9.12,15.32
2012-01-09 02:30:00-07:00,6.2,9.12,15.32
2012-01-09 02:45:00-07:00,5.9,9.12,15.02
2012-01-09 03:00:00-07:00,5.9,9.12,15.02
2012-01-09 03:15:00-07:00,5.9,9.12,15.02
2012-01-09 03:30:00-07:00,5.9,9.12,15.02
2012-01-09 03:45:00-07:00,5.9,9.12,15.02
2012-01-09 04:00:00-07:00,5.9,9.12,15.02
2012-01-09 04:15:00-07:00,6.2,9.12,15.32
2012-01-09 04:30:00-07:00,6.2,9.12,15.32
2012-01-09 04:45:00-07:00,6.2,9.12,15.32
2012-01-09 05:00:00-07:00,6.5,9.12,15.62
2012-01-09 05:15:00-07:00,6.5,9.12,15.62
2012-01-09 05:30:00-07:00,6.5,9.12,15.62
2012-01-09 05:45:00-07:00,6.8,9.12,15.919999999999998
2012-01-09 06:00:00-07:00,6.8,9.12,15.919999999999998
2012-01-09 06:15:00-07:00,7.1,8.32,15.42
2012-01-09 06:30:00-07:00,7.1,6.1,13.2
2012-01-09 06:45:00-07:00,7.4,4.15,11.55
2012-01-09 07:00:00-07:00,7.4,2.49,9.89
2012-01-09 07:15:00-07:00,7.8,1.57,9.37
2012-01-09 07:30:00-07:00,7.8,1.17,8.969999999999999
2012-01-09 07:45:00-07:00,8.1,0.82,8.92
2012-01-09 08:00:00-07:00,8.1,0.66,8.76
2012-01-09 08:15:00-07:00,8.1,0.66,8.76
2012-01-09 08:30:00-07:00,8.1,0.66,8.76
2012-01-09 08:45:00-07:00,8.5,0.66,9.16
2012-01-09 09:00:00-07:00,8.5,0.66,9.16
2012-01-09 09:15:00-07:00,8.5,0.66,9.16
2012-01-09 09:30:00-07:00,8.9,0.66,9.56
2012-01-09 09:45:00-07:00,8.9,0.66,9.56
2012-01-09 10:00:00-07:00,8.9,0.66,9.56
2012-01-09 10:15:00-07:00,9.3,0.66,9.96
2012-01-09 10:30:00-07:00,8.9,0.66,9.56
2012-01-09 10:45:00-07:00,8.9,0.66,9.56
2012-01-09 11:00:00-07:00,9.3,0.66,9.96
2012-01-09 11:15:00-07:00,9.3,0.66,9.96
2012-01-09 11:30:00-07:00,9.7,0.66,10.36
2012-01-09 11:45:00-07:00,9.7,0.66,10.36
2012-01-09 12:00:00-07:00,10.0,0.66,10.66
2012-01-09 12:15:00-07:00,10.0,0.66,10.66
2012-01-09 12:30:00-07:00,11.0,0.66,11.66
2012-01-09 12:45:00-07:00,11.0,0.66,11.66
2012-01-09 13:00:00-07:00,12.0,0.66,12.66
2012-01-09 13:15:00-07:00,12.0,0.66,12.66
2012-01-09 13:30:00-07:00,12.0,0.66,12.66
2012-01-09 13:45:00-07:00,11.0,0.66,11.66
2012-01-09 14:00:00-07:00,11.0,0.66,11.66
2012-01-09 14:15:00-07:00,11.0,0.66,11.66
2012-01-09 14:30:00-07:00,11.0,0.66,11.66
2012-01-09 14:45:00-07:00,10.0,0.66,10.66
2012-01-09 15:00:00-07:00,9.7,0.66,10.36
2012-01-09 15:15:00-07:00,9.7,0.66,10.36
2012-01-09 15:30:00-07:00,9.7,0.66,10.36
2012-01-09 15:45:00-07:00,11.0,0.66,11.66
2012-01-09 16:00:00-07:00,11.0,0.66,11.66
2012-01-09 16:15:00-07:00,11.0,0.66,11.66
2012-01-09 16:30:00-07:00,10.0,0.66,10.66
2012-01-09 16:45:00-07:00,9.3,0.66,9.96
2012-01-09 17:00:00-07:00,9.3,0.66,9.96
2012-01-09 17:15:00-07:00,9.3,0.66,9.96
2012-01-09 17:30:00-07:00,9.3,0.66,9.96
2012-01-09 17:45:00-07:00,9.3,0.66,9.96
2012-01-09 18:00:00-07:00,8.9,0.66,9.56
2012-01-09 18:15:00-07:00,8.9,0.66,9.56
2012-01-09 18:30:00-07:00,8.9,0.66,9.56
2012-01-09 18:45:00-07:00,8.9,0.66,9.56
2012-01-09 19:00:00-07:00,8.9,0.66,9.56
2012-01-09 19:15:00-07:00,8.9,0.66,9.56
2012-01-09 19:30:00-07:00,8.9,0.66,9.56
2012-01-09 19:45:00-07:00,8.9,0.66,9.56
2012-01-09 20:00:00-07:00,8.9,0.66,9.56
2012-01-09 20:15:00-07:00,8.9,0.66,9.56
2012-01-09 20:30:00-07:00,8.9,0.66,9.56
2012-01-09 20:45:00-07:00,8.9,0.66,9.56
2012-01-09 21:00:00-07:00,8.9,0.66,9.56
2012-01-09 21:15:00-07:00,8.9,0.66,9.56
2012-01-09 21:30:00-07:00,8.9,0.66,9.56
2012-01-09 21:45:00-07:00,8.5,0.66,9.16
2012-01-09 22:00:00-07:00,8.9,0.66,9.56
2012-01-09 22:15:00-07:00,8.9,2.49,11.39
2012-01-09 22:30:00-07:00,8.9,8.72,17.62
2012-01-09 22:45:00-07:00,8.9,8.72,17.62
2012-01-09 23:00:00-07:00,8.9,8.72,17.62
2012-01-09 23:15:00-07:00,8.9,8.72,17.62
2012-01-09 23:30:00-07:00,8.9,8.32,17.22
2012-01-09 23:45:00-07:00,8.5,8.72,17.22
2012-01-10 00:00:00-07:00,8.5,8.72,17.22
2012-01-10 00:15:00-07:00,8.5,8.72,17.22
2012-01-10 00:30:00-07:00,8.5,8.72,17.22
2012-01-10 00:45:00-07:00,8.9,8.72,17.62
2012-01-10 01:00:00-07:00,8.5,8.72,17.22
2012-01-10 01:15:00-07:00,8.9,8.72,17.62
2012-01-10 01:30:00-07:00,8.9,8.72,17.62
2012-01-10 01:45:00-07:00,8.9,8.72,17.62
2012-01-10 02:00:00-07:00,8.9,8.72,17.62
2012-01-10 02:15:00-07:00,8.9,8.72,17.62
2012-01-10 02:30:00-07:00,8.9,8.72,17.62
2012-01-10 02:45:00-07:00,8.9,8.72,17.62
2012-01-10 03:00:00-07:00,8.5,8.72,17.22
2012-01-10 03:15:00-07:00,8.9,8.72,17.62
2012-01-10 03:30:00-07:00,8.9,8.72,17.62
2012-01-10 03:45:00-07:00,8.9,8.72,17.62
2012-01-10 04:00:00-07:00,8.5,8.72,17.22
2012-01-10 04:15:00-07:00,8.9,8.72,17.62
2012-01-10 04:30:00-07:00,8.9,8.72,17.62
2012-01-10 04:45:00-07:00,8.9,8.72,17.62
2012-01-10 05:00:00-07:00,8.9,8.72,17.62
2012-01-10 05:15:00-07:00,8.9,8.72,17.62
2012-01-10 05:30:00-07:00,8.5,8.72,17.22
2012-01-10 05:45:00-07:00,8.9,8.72,17.62
2012-01-10 06:00:00-07:00,8.9,8.72,17.62
2012-01-10 06:15:00-07:00,8.5,8.72,17.22
2012-01-10 06:30:00-07:00,8.5,8.72,17.22
2012-01-10 06:45:00-07:00,8.9,8.72,17.62
2012-01-10 07:00:00-07:00,8.5,8.72,17.22
2012-01-10 07:15:00-07:00,8.5,8.72,17.22
2012-01-10 07:30:00-07:00,8.5,8.72,17.22
2012-01-10 07:45:00-07:00,8.5,8.72,17.22
2012-01-10 08:00:00-07:00,8.1,8.72,16.82
2012-01-10 08:15:00-07:00,8.1,8.72,16.82
2012-01-10 08:30:00-07:00,8.1,8.72,16.82
2012-01-10 08:45:00-07:00,8.1,7.18,15.28
2012-01-10 09:00:00-07:00,8.1,5.09,13.19
2012-01-10 09:15:00-07:00,8.1,3.01,11.11
2012-01-10 09:30:00-07:00,8.1,2.01,10.11
2012-01-10 09:45:00-07:00,8.1,1.37,9.469999999999999
2012-01-10 10:00:00-07:00,8.5,0.99,9.49
2012-01-10 10:15:00-07:00,8.9,0.66,9.56
2012-01-10 10:30:00-07:00,9.3,0.66,9.96
2012-01-10 10:45:00-07:00,9.7,0.66,10.36
2012-01-10 11:00:00-07:00,9.3,0.66,9.96
2012-01-10 11:15:00-07:00,9.3,0.66,9.96
2012-01-10 11:30:00-07:00,9.3,0.66,9.96
2012-01-10 11:45:00-07:00,9.7,0.66,10.36
2012-01-10 12:00:00-07:00,10.0,0.66,10.66
2012-01-10 12:15:00-07:00,9.3,0.66,9.96
2012-01-10 12:30:00-07:00,8.9,0.66,9.56
2012-01-10 12:45:00-07:00,8.9,0.66,9.56
2012-01-10 13:00:00-07:00,8.9,0.66,9.56
2012-01-10 13:15:00-07:00,8.9,0.66,9.56
2012-01-10 13:30:00-07:00,8.9,0.66,9.56
2012-01-10 13:45:00-07:00,8.9,0.66,9.56
2012-01-10 14:00:00-07:00,8.9,0.66,9.56
2012-01-10 14:15:00-07:00,8.9,0.66,9.56
2012-01-10 14:30:00-07:00,8.9,0.66,9.56
2012-01-10 14:45:00-07:00,8.9,0.66,9.56
2012-01-10 15:00:00-07:00,8.9,0.66,9.56
2012-01-10 15:15:00-07:00,8.9,0.66,9.56
2012-01-10 15:30:00-07:00,8.9,0.66,9.56
2012-01-10 15:45:00-07:00,8.9,0.66,9.56
2012-01-10 16:00:00-07:00,8.9,0.66,9.56
2012-01-10 16:15:00-07:00,8.9,0.66,9.56
2012-01-10 16:30:00-07:00,8.9,0.66,9.56
2012-01-10 16:45:00-07:00,8.9,0.66,9.56
2012-01-10 17:00:00-07:00,8.9,0.66,9.56
2012-01-10 17:15:00-07:00,8.9,0.66,9.56
2012-01-10 17:30:00-07:00,8.9,0.66,9.56
2012-01-10 17:45:00-07:00,8.5,0.66,9.16
2012-01-10 18:00:00-07:00,8.5,0.66,9.16
2012-01-10 18:15:00-07:00,8.5,0.66,9.16
2012-01-10 18:30:00-07:00,8.5,0.66,9.16
2012-01-10 18:45:00-07:00,8.9,0.66,9.56
2012-01-10 19:00:00-07:00,8.9,0.66,9.56
2012-01-10 19:15:00-07:00,8.5,0.66,9.16
2012-01-10 19:30:00-07:00,8.5,0.66,9.16
2012-01-10 19:45:00-07:00,8.9,0.66,9.56
2012-01-10 20:00:00-07:00,8.9,0.66,9.56
2012-01-10 20:15:00-07:00,8.5,0.66,9.16
2012-01-10 20:30:00-07:00,8.5,0.66,9.16
2012-01-10 20:45:00-07:00,8.5,0.66,9.16
2012-01-10 21:00:00-07:00,8.5,6.45,14.95
2012-01-10 21:15:00-07:00,8.9,9.12,18.02
2012-01-10 21:30:00-07:00,8.5,9.12,17.619999999999997
2012-01-10 21:45:00-07:00,8.5,9.12,17.619999999999997
2012-01-10 22:00:00-07:00,8.5,9.12,17.619999999999997
2012-01-10 22:15:00-07:00,8.5,9.12,17.619999999999997
2012-01-10 22:30:00-07:00,8.5,9.12,17.619999999999997
2012-01-10 22:45:00-07:00,8.5,9.12,17.619999999999997
2012-01-10 23:00:00-07:00,8.5,9.12,17.619999999999997
2012-01-10 23:15:00-07:00,8.5,9.12,17.619999999999997
2012-01-10 23:30:00-07:00,8.5,9.12,17.619999999999997
2012-01-10 23:45:00-07:00,8.5,9.12,17.619999999999997
2012-01-14 00:00:00-07:00,8.1,0.52,8.62
2012-01-14 00:15:00-07:00,8.1,0.52,8.62
2012-01-14 00:30:00-07:00,8.1,0.52,8.62
2012-01-14 00:45:00-07:00,8.1,0.52,8.62
2012-01-14 01:00:00-07:00,8.1,0.52,8.62
2012-01-14 01:15:00-07:00,8.1,0.52,8.62
2012-01-14 01:30:00-07:00,8.1,0.52,8.62
2012-01-14 01:45:00-07:00,8.1,0.52,8.62
2012-01-14 02:00:00-07:00,8.1,0.52,8.62
2012-01-14 02:15:00-07:00,8.1,0.52,8.62
2012-01-14 02:30:00-07:00,8.1,0.52,8.62
2012-01-14 02:45:00-07:00,8.1,0.52,8.62
2012-01-14 03:00:00-07:00,8.1,0.52,8.62
2012-01-14 03:15:00-07:00,8.1,0.52,8.62
2012-01-14 03:30:00-07:00,8.1,0.52,8.62
2012-01-14 03:45:00-07:00,8.1,0.52,8.62
2012-01-14 04:00:00-07:00,8.1,0.52,8.62
2012-01-14 04:15:00-07:00,8.1,0.52,8.62
2012-01-14 04:30:00-07:00,8.1,0.52,8.62
2012-01-14 04:45:00-07:00,8.1,0.52,8.62
2012-01-14 05:00:00-07:00,8.1,0.52,8.62
2012-01-14 05:15:00-07:00,8.1,0.52,8.62
2012-01-14 05:30:00-07:00,8.1,0.52,8.62
2012-01-14 05:45:00-07:00,8.1,0.52,8.62
2012-01-14 06:00:00-07:00,8.1,0.52,8.62
2012-01-14 06:15:00-07:00,8.1,0.52,8.62
2012-01-14 06:30:00-07:00,8.1,0.52,8.62
2012-01-14 06:45:00-07:00,8.1,0.52,8.62
2012-01-14 07:00:00-07:00,8.1,0.52,8.62
2012-01-14 07:15:00-07:00,8.1,0.52,8.62
2012-01-14 07:30:00-07:00,7.8,0.52,8.32
2012-01-14 07:45:00-07:00,7.8,0.52,8.32
2012-01-14 08:00:00-07:00,8.1,0.52,8.62
2012-01-14 08:15:00-07:00,8.1,0.52,8.62
2012-01-14 08:30:00-07:00,8.1,0.52,8.62
2012-01-14 08:45:00-07:00,7.8,0.52,8.32
2012-01-14 09:00:00-07:00,7.8,0.52,8.32
2012-01-14 09:15:00-07:00,8.1,0.52,8.62
2012-01-14 09:30:00-07:00,8.1,0.52,8.62
2012-01-14 09:45:00-07:00,8.1,0.52,8.62
2012-01-14 10:00:00-07:00,8.1,0.52,8.62
2012-01-14 10:15:00-07:00,8.1,0.66,8.76
2012-01-14 10:30:00-07:00,8.1,0.52,8.62
2012-01-14 10:45:00-07:00,8.1,0.52,8.62
2012-01-14 11:00:00-07:00,8.5,0.52,9.02
2012-01-14 11:15:00-07:00,8.5,0.52,9.02
2012-01-14 11:30:00-07:00,8.5,0.52,9.02
2012-01-14 11:45:00-07:00,8.5,0.52,9.02
2012-01-14 12:00:00-07:00,8.1,0.52,8.62
2012-01-14 12:15:00-07:00,8.5,0.52,9.02
2012-01-14 12:30:00-07:00,8.5,0.66,9.16
2012-01-14 12:45:00-07:00,8.5,0.52,9.02
2012-01-14 13:00:00-07:00,8.5,0.52,9.02
2012-01-14 13:15:00-07:00,8.5,0.52,9.02
2012-01-14 13:30:00-07:00,8.5,0.52,9.02
2012-01-14 13:45:00-07:00,8.5,0.52,9.02
2012-01-14 14:00:00-07:00,8.5,0.52,9.02
2012-01-14 14:15:00-07:00,8.5,0.52,9.02
2012-01-14 14:30:00-07:00,8.5,0.52,9.02
2012-01-14 14:45:00-07:00,8.5,0.52,9.02
2012-01-14 15:00:00-07:00,8.5,0.52,9.02
2012-01-14 15:15:00-07:00,8.9,0.52,9.42
2012-01-14 15:30:00-07:00,8.9,0.52,9.42
2012-01-14 15:45:00-07:00,8.9,0.52,9.42
2012-01-14 16:00:00-07:00,8.9,0.52,9.42
2012-01-14 16:15:00-07:00,9.3,0.52,9.82
2012-01-14 16:30:00-07:00,8.9,0.52,9.42
2012-01-14 16:45:00-07:00,8.9,0.52,9.42
2012-01-14 17:00:00-07:00,8.9,0.52,9.42
2012-01-14 17:15:00-07:00,8.5,0.52,9.02
2012-01-14 17:30:00-07:00,8.5,0.52,9.02
2012-01-14 17:45:00-07:00,8.5,0.52,9.02
2012-01-14 18:00:00-07:00,8.5,0.52,9.02
2012-01-14 18:15:00-07:00,8.5,0.52,9.02
2012-01-14 18:30:00-07:00,8.5,0.52,9.02
2012-01-14 18:45:00-07:00,8.5,0.52,9.02
2012-01-14 19:00:00-07:00,8.1,1.57,9.67
2012-01-14 19:15:00-07:00,8.1,9.12,17.22
2012-01-14 19:30:00-07:00,8.1,9.53,17.63
2012-01-14 19:45:00-07:00,8.1,9.53,17.63
2012-01-14 20:00:00-07:00,8.5,9.53,18.03
2012-01-14 20:15:00-07:00,8.5,9.53,18.03
2012-01-14 20:30:00-07:00,8.5,9.53,18.03
2012-01-14 20:45:00-07:00,8.1,9.53,17.63
2012-01-14 21:00:00-07:00,8.1,9.53,17.63
2012-01-14 21:15:00-07:00,8.1,9.53,17.63
2012-01-14 21:30:00-07:00,8.5,9.53,18.03
2012-01-14 21:45:00-07:00,8.5,9.53,18.03
2012-01-14 22:00:00-07:00,8.1,9.53,17.63
2012-01-14 22:15:00-07:00,8.5,9.53,18.03
2012-01-14 22:30:00-07:00,8.1,9.53,17.63
2012-01-14 22:45:00-07:00,8.1,9.53,17.63
